Asset_ID,Item_ID,Asset_Type,Variant,Source_ID,SourceURL,SourceAssetURL,LocalPath,SHA256,Width,Height,Format,Evidence,Era,ObservedAt,LicenseStatus,MappingStatus,Notes
"ASSET_NX5036_NAG_NECK_0","IT_NAGELING_NECK","ICON","variant_0","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk02/09/NX_FILE/Board/65536/05/0/000/00/01/5269299529248671450.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_NECK_1","IT_NAGELING_NECK","ICON","variant_1","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk03/15/NX_FILE/Board/65536/05/0/000/00/02/5701645093476239651.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_NECK_2","IT_NAGELING_NECK","ICON","variant_2","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk00/01/NX_FILE/Board/65536/05/0/000/00/02/4692838776945248282.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_NECK_3","IT_NAGELING_NECK","ICON","variant_3","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk03/13/NX_FILE/Board/65536/05/0/000/00/02/5557529905400384419.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_NECK_4","IT_NAGELING_NECK","ICON","variant_4","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk03/12/NX_FILE/Board/65536/05/0/000/00/01/5485472311362455181.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_NECK_5","IT_NAGELING_NECK","ICON","variant_5","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk03/14/NX_FILE/Board/65536/05/0/000/00/01/5629587499438311232.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_NECK_6","IT_NAGELING_NECK","ICON","variant_6","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk02/11/NX_FILE/Board/65536/05/0/000/00/01/5413414717324527360.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_BELT_0","IT_NAGELING_BELT","ICON","variant_0","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk02/11/NX_FILE/Board/65536/05/0/000/00/01/5413414717324527361.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_BELT_1","IT_NAGELING_BELT","ICON","variant_1","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk02/08/NX_FILE/Board/65536/05/0/000/00/01/5197241935210743706.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_BELT_2","IT_NAGELING_BELT","ICON","variant_2","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk01/07/NX_FILE/Board/65536/05/0/000/00/01/5125184341172815667.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_BELT_3","IT_NAGELING_BELT","ICON","variant_3","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk01/05/NX_FILE/Board/65536/05/0/000/00/01/4981069153096959582.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_BELT_4","IT_NAGELING_BELT","ICON","variant_4","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk01/05/NX_FILE/Board/65536/05/0/000/00/01/4981069153096959583.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_BELT_5","IT_NAGELING_BELT","ICON","variant_5","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk01/05/NX_FILE/Board/65536/05/0/000/00/01/4981069153096959584.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_BELT_6","IT_NAGELING_BELT","ICON","variant_6","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk02/09/NX_FILE/Board/65536/05/0/000/00/01/5269299529248671451.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_LEG_1","IT_NAGELING_LEGGINGS","ICON","variant_1","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk01/06/NX_FILE/Board/65536/05/0/000/00/01/5053126747134887474.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_LEG_2","IT_NAGELING_LEGGINGS","ICON","variant_2","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk00/03/NX_FILE/Board/65536/05/0/000/00/01/4836953965021103737.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_EAR_1","IT_NAGELING_EARRING","ICON","variant_1","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk00/03/NX_FILE/Board/65536/05/0/000/00/01/4836953965021103738.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_EAR_2","IT_NAGELING_EARRING","ICON","variant_2","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk03/15/NX_FILE/Board/65536/05/0/000/00/02/5701645093476239652.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_RING_1","IT_NAGELING_RING","ICON","variant_1","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk01/06/NX_FILE/Board/65536/05/0/000/00/01/5053126747134887475.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_RING_2","IT_NAGELING_RING","ICON","variant_2","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk02/09/NX_FILE/Board/65536/05/0/000/00/01/5269299529248671452.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_GLOVE_1","IT_NAGELING_GLOVE","ICON","variant_1","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk02/09/NX_FILE/Board/65536/05/0/000/00/01/5269299529248671453.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
"ASSET_NX5036_NAG_GLOVE_2","IT_NAGELING_GLOVE","ICON","variant_2","SRC_NEXON_UPDATE_5036","https://lod.nexon.com/news/update/5036","https://storage.nexon.com/dsk01/05/NX_FILE/Board/65536/05/0/000/00/01/4981069153096959585.png","","","64","64","PNG","O","2023","2026-09-18","OFFICIAL_WEB","MAPPED","Official per-item image from Nexon equipment table"
