Skill_ID,스킬명,직업,단계,종류,소모자원,소모량,요구Lv,요구스탯,선행/재료/Gold,Source_URL,Evidence,상태,비고,서클,행동분류,대상,사거리/범위,속성,핵심효과,발동조건/제한,숙련도/실패,선행스킬,Runtime_Data_Status,Effect_Evidence,Detail_Source_URL,검증메모,Runtime_Inclusion
SK_전사_011,적무기쳐내기,전사,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,4,Disarm/PvP,적 플레이어,단일,,상대 무기 장착 해제,콜로세움/허용 PvP 환경,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_012,레스큐,전사,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,1,Utility/Aggro,적,단일,,몬스터의 공격 대상을 자신으로 유도,몬스터 대상,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_013,매드소울,전사,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,5,HP-Cost Burst,적,단일,,현재 체력 희생량에 비례하는 강공격,체력 소비 가능 상태,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_014,완전방어,전사,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,5,Defense,자신,자신,,물리/기술 공격 방어; 마법 공격은 방어하지 않음,숙련 실패 가능; 1차 승급 자격 판정에 포함,승급 조건: 숙련도 MAX,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,승급 필수 스킬로 공식/공식호스팅 자료 재검증,INCLUDE
SK_전사_015,크래셔,전사,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,5,HP-Threshold Burst,적,단일,,초필살기. 자료상 총 체력 기준 강력한 피해,HP 2% 이하에서 발동 가능; 1차 승급 자격 판정에 포함,승급 조건: 숙련도 MAX,매드소울+완전방어,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,승급 필수 스킬로 공식/공식호스팅 자료 재검증,INCLUDE
SK_전사_016,스톰블레이드,전사,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,승급,Attack,적,전방 3칸,,윈드블레이드 강화형,1차 승급,사용 숙련도 적용,윈드블레이드,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_017,룬블레이드,전사,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,승급,Attack,적,사방 1칸,,메가블레이드 강화형,1차 승급,사용 숙련도 적용,메가블레이드,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_018,집중,전사,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,승급,Buff,자신,자신,,매드소울/크래셔 계열 위력 증가,버프 활성,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_019,포효,전사,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,승급,CrowdControl,적,화면 전체,,광역 바투,일부 몬스터 면역 가능,사용 숙련도 적용,바투,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_020,메가어택,전사,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,승급,Passive/Attack,적,기본공격 연동,,기본공격 4타 구조,1차 승급,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_021,돌진,전사,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,승급,Movement Attack,적,전방 5칸,,전방으로 돌진하며 공격,경로/충돌 판정 필요,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_022,매드소울진,전사,순수1차,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,순수승급,HP-Cost Burst,적,단일,,매드소울 강화형; 순수전사 전용,순수 1차 승급,사용 숙련도 적용,매드소울,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_전사_023,데빌크래셔,전사,순수1차,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/1429?SearchBoard=1,V,CONFIRMED_NAME,,순수승급,HP-Threshold Burst,적,단일,,크래셔 강화형; 순수전사 전용,순수 1차 승급,사용 숙련도 적용,크래셔,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_001,찌르기,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,1,Attack,적,전방 1칸,,도적 기본 근접 공격 기술. 이후 찔러휘비기→마구찌르기 업그레이드 체인.,도적 직업 선택 시 기본 습득/지급 계열.,숙련도 적용,,EFFECT_VERIFIED,V/O,https://lod.nexon.com/News/update/4933,신클라에서는 기본 습득 구조가 바뀌었으므로 원작 습득조건과 분리 관리.,INCLUDE
SK_도적_002,센스몬스터,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,1,Identify,몬스터,단일,,몬스터 정보 확인. 숙련도가 오를수록 이름/EXP→HP→공격속성→방어속성까지 확인 가능.,몬스터 대상,숙련도 상승에 따라 정보 공개 단계 증가,,EFFECT_VERIFIED,V,https://lod.nexon.com/community/game/1712?SearchBoard=1,2022 레벨업 보상 기준 Lv8 기술서.,INCLUDE
SK_도적_003,표창날리기,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,2,Ranged Attack,적,4칸,,도적 전용 표창 원거리 공격. 최대 4거리. 공격력은 기본공격과 유사한 수준.,도적만 사용 가능. 표창 장착/사용 조건.,숙련도 적용,,USER_CONFIRMED,U+V,https://lod.nexon.com/Community/game/7536?Category2=1&Page=9&SearchBoard=1,사거리 4 및 기본공격 유사 위력은 사용자 확인. 정확 대미지 공식은 미확정.,INCLUDE
SK_도적_004,밀기,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,2,Movement Utility,대상,단일,,대상을 밀어 이동시킴,뒤 공간/충돌 규칙 필요,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_005,아무네지아,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,2,Aggro Reset,몬스터,원거리 단일,,몬스터의 인식을 초기화/타겟 해제,근접 시 사용 제한 및 수리검 무기 조건 자료 존재,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_006,연막탄터뜨리기,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,2,Blind/AoE,적,광역,,연막탄 아이템을 소비해 광역 시야 방해,연막탄 필요,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_007,찔러휘비기,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,2,Attack,적,근접 단일,,찌르기의 상위 근접 공격 기술. 승급 후 마구찌르기로 업그레이드.,유효 근접 대상,숙련도 적용,찌르기,EFFECT_VERIFIED,V,https://lod.nexon.com/community/game/7026?SearchBoard=1,2022 보상 기준 Lv25 기술서.,INCLUDE
SK_도적_008,더블어택,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,2,Passive/Attack,적,기본공격 연동,,기본공격과 동시 발동하여 2회 타격 구조,일반 기본공격 입력에 연동,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_009,품뒤져보기,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,3,Inspect,유저,단일,,상대 플레이어의 소지 아이템을 확인하는 기술.,유저 대상,승급 전 낮은 숙련도에서 실패가 잦다는 구 자료,센스몬스터,EFFECT_VERIFIED,V,https://lod.nexon.com/community/game/1712?SearchBoard=1,2010 변경 자료: 선수과목 센스몬스터 60.,INCLUDE
SK_도적_010,센스,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,3,Identify,유저,단일,,유저의 HP/MP 등 정보를 확인. 센스몬스터의 플레이어 대상 버전.,유저 대상,숙련도 적용,센스몬스터,EFFECT_VERIFIED,V,https://lod.nexon.com/community/game/1712?SearchBoard=1,2022 보상 기준 Lv45 기술서.,INCLUDE
SK_도적_011,하이드,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,3,Stealth,자신,자신,,은신,공격/탐지/해제 조건 별도 구현,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_012,함정찾기1,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,3,Trap Detection,지면/함정,탐색 범위,,낮은 등급의 함정을 탐지/표시.,탐지 가능한 함정,숙련도 적용,,EFFECT_VERIFIED,V,https://lod.nexon.com/community/game/1712?SearchBoard=1,2022 보상 기준 Lv53 마법서.,INCLUDE
SK_도적_013,라이트닝무브,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,3,Evasion Buff,자신,자신,,물리 공격 회피율을 높이는 버프.,자신 대상,숙련도 적용,,EFFECT_VERIFIED,V,https://lod.nexon.com/community/game/1712?SearchBoard=1,구 가이드 체감치 약 20% 언급. 정식 수치로 고정하지 않음. 2022 보상 Lv57.,INCLUDE
SK_도적_014,두번찌르기,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,4,Attack,적,근접 단일,,찔러휘비기 상위 공격기,유효 대상,사용 숙련도 적용,찔러휘비기,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_015,습격,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,4,Stealth Burst,적,근접 단일,,자신을 인식하지 못한 적에게 강한 피해,대상이 자신을 인식하지 않은 상태,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_016,센서스,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,4,Detection,적/유저,탐지 범위,,하이드/하이더 탐지,은신 대상 존재,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_017,함정찾기2,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,4,Trap Detection,지면/함정,탐색 범위,,함정찾기1의 상위 탐지 마법. 승급자 사냥터급 함정 탐지에 사용.,상위 함정 대상,숙련도 적용,함정찾기1,EFFECT_VERIFIED,V,https://lod.nexon.com/community/game/1712?SearchBoard=1,2022 보상 기준 Lv77.,INCLUDE
SK_도적_018,함정해체,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,4,Trap Utility,함정,전방/근접,,함정 해체,탐지/접근 가능한 함정; 1차 승급 자격 판정에 포함,승급 조건: 숙련도 MAX,함정찾기 계열,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,승급 필수 스킬로 공식/공식호스팅 자료 재검증,INCLUDE
SK_도적_019,적갑옷해체,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,5,Armor Break/PvP,적 플레이어,단일,,갑옷 장착 효과 해제/무효화 계열,PvP 허용 환경,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_020,암살격,도적,일반,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,5,HP-Cost Burst,적,근접 단일,,체력을 소모하는 필살기; 확률형 강타 자료 존재,체력 소비 가능 상태; 1차 승급 자격 판정에 포함,승급 조건: 숙련도 MAX,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,승급 필수 스킬로 공식/공식호스팅 자료 재검증,INCLUDE
SK_도적_021,마구찌르기,도적,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,승급,Attack,적,근접 단일,,찔러휘비기 업그레이드 공격기. 스킬레벨 상승 시 대미지 증가.,1차 승급/업그레이드,숙련도·스킬레벨 적용,찔러휘비기,EFFECT_VERIFIED,O/V,https://lod.nexon.com/community/game/7026?SearchBoard=1,2024 이후 승급 시 기본 지급 대상. 구클라에서는 업그레이드 재료 구조 존재.,INCLUDE
SK_도적_022,슬래쉬,도적,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,승급,Attack,적,근접 단일,,두번찌르기 업그레이드 공격기. 인식 여부와 무관하게 사용 가능하다는 현자 자료.,1차 승급/업그레이드,숙련도·스킬레벨 적용,두번찌르기,EFFECT_VERIFIED,O/V,https://lod.nexon.com/community/game/7026?SearchBoard=1,2024 이후 승급 시 기본 지급 대상.,INCLUDE
SK_도적_023,기습,도적,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,승급,Stealth Burst + ArmorBreak,적,근접 단일,,습격 상위. 비인식 조건 + 방어 약화 효과,대상이 자신을 인식하지 않은 상태,사용 숙련도 적용,습격,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_024,트리플어택,도적,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,승급,Passive/Attack,적,기본공격 연동,,기본공격 3타 구조,일반 기본공격 입력에 연동,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_025,함정파기,도적,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,승급,Trap,지면,근접 지면,,함정 설치,유효 지면,사용 숙련도 적용,,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_026,하이더,도적,1차승급,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,승급,Stealth,자신,자신,,상위 은신 마법. 하이드/하이더 계열 은신 상태를 형성.,승급 후 습득. 구 자료 요구스탯/장비 존재.,숙련도 적용,하이드,PARTIAL_VERIFIED,V,https://lod.nexon.com/community/game/3087?SearchBoard=1,구 자료 하이더 포인트 100/30/34/20/140. 정확 지속/해제 규칙은 시대별 패치 차이.,INCLUDE
SK_도적_027,암살격진,도적,순수1차,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,순수승급,HP-Cost Burst,적,근접 단일,,암살격 강화형; 순수도적 전용,순수 1차 승급,사용 숙련도 적용,암살격,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
SK_도적_028,습격진,도적,순수1차,기술,기본 MP 소모 없음,,,,,https://lod.nexon.com/community/game/395118?SearchBoard=2,V,CONFIRMED_NAME,,순수승급,Stealth Burst,적,근접 단일,,습격 강화형; 순수도적 전용,비인식 대상/순수 승급,사용 숙련도 적용,습격,EFFECT_VERIFIED,FAN-VERIFIED,https://www.namu.moe/w/%EC%96%B4%EB%91%A0%EC%9D%98%20%EC%A0%84%EC%84%A4/%EA%B8%B0%EC%88%A0%EB%A7%88%EB%B2%95,,INCLUDE
